0.1,1.03
0.1,1.0
0.7,0.87
0.7,0.83
1.29,0.7
1.29,0.65
1.64,0.61
2.4,0.55
2.85,0.52
2.85,0.5
3.3,0.48
4.16,0.46
4.16,0.43
4.61,0.41
5.08,0.4
5.08,0.38
5.57,0.37
6.04,0.36
6.55,0.35
7.05,0.34
7.51,0.33
9.03,0.4
9.03,1.06
9.67,1.13
10.34,1.2
12.07,1.42
12.07,1.45
12.6,1.47
13.2,1.47
13.69,1.46
14.27,1.44
14.87,1.43
15.38,1.42
15.86,1.41
16.38,1.4
16.38,1.4
16.89,1.39
18.01,1.39
18.01,1.38
19.62,1.5
19.62,1.56
20.29,1.62
20.86,1.67
21.42,1.71
21.95,1.75
22.43,1.77
22.87,1.8
23.41,1.81
23.88,1.83
24.4,1.84
24.4,1.85
24.94,1.86
25.94,1.87
25.94,1.88
26.34,1.88
27.01,1.9
27.01,1.91
27.42,1.92
27.91,1.93
28.36,1.93
28.36,1.94
28.86,1.94
29.41,1.94
30.04,1.93
30.63,1.92
31.13,1.92
31.58,1.92
32.05,1.93
33.08,2.01
33.08,2.03
33.9,2.04
33.9,2.05
34.41,2.06
34.9,2.07
35.36,2.07
35.36,2.07
35.81,2.07
36.65,2.07
36.65,2.08
37.33,2.11
37.33,2.12
37.69,2.13
38.04,2.13
38.44,2.11
38.91,2.06
38.91,2.0
39.42,1.9
40.42,1.8
40.42,1.68
40.87,1.57
41.36,1.46
41.36,1.36
41.83,1.26
42.27,1.17
43.14,0.98
43.65,0.96
43.65,1.02
44.17,1.88
45.31,1.96
45.31,1.93
45.86,1.83
46.41,1.73
46.41,1.65
46.94,1.6
47.35,1.56
47.83,1.54
48.32,1.52
48.84,1.5
49.33,1.48
49.8,1.45
50.31,1.43
50.8,1.42
51.38,1.41
51.38,1.42
52.04,1.42
52.67,1.42
53.28,1.4
53.91,1.33
55.32,1.2
55.32,1.22
55.68,1.26
56.14,1.29
56.14,1.32
56.67,1.36
57.77,1.39
57.77,1.42
58.34,1.44
58.91,1.45
58.91,1.45
60.07,1.47
60.07,1.45
60.64,1.36
62.81,1.25
62.81,1.23
64.08,1.21
64.08,1.22
65.42,1.31
65.42,1.4
66.08,2.09
66.69,2.15
67.28,2.24
67.77,2.32
68.38,2.39
69.16,2.45
69.89,2.5
70.57,2.52
71.13,2.52
71.13,2.49
71.68,2.44
72.35,2.33
73.01,1.67
73.68,1.64
74.33,1.63
75.02,1.63
75.66,1.61
76.35,1.59
77.06,1.58
77.89,1.55
78.59,1.51
78.59,1.48
79.17,1.47
79.78,1.49
80.41,1.5
81.11,1.47
81.8,1.4
82.52,1.32
83.29,1.25
84.06,1.17
84.89,1.11
85.58,1.04
85.58,0.99
86.26,0.95
86.94,0.91
87.53,0.89
88.15,0.86
88.81,0.84
90.19,0.79
90.19,0.72
90.89,0.67
91.56,0.64
92.19,0.61
92.87,0.59
93.54,0.57
94.27,0.56
96.35,0.51
96.35,0.5
97.01,0.5
99.89,0.47
99.89,0.46
101.01,0.46
101.01,0.46
101.58,0.46
102.26,0.45
102.26,0.45
102.94,0.45
103.64,0.45
104.28,0.44
104.9,0.44
105.55,0.44
106.91,0.44
106.91,0.44
107.56,0.44
108.29,0.44
109.11,0.44
110.63,0.44
110.63,0.44
111.33,0.44
112.6,0.44
112.6,0.44
113.1,0.44
113.64,0.44
114.29,0.45
115.58,0.45
115.58,0.45
116.15,0.44
116.76,0.43
117.4,0.45
118.05,0.47
120.26,0.5
120.26,0.52
120.89,0.53
121.55,0.54
122.19,0.56
122.19,0.57
123.32,0.6
123.32,0.65
123.89,1.26
124.41,1.26
124.94,1.24
125.55,1.24
125.55,1.23
126.16,1.21
127.28,1.18
127.28,1.17
127.8,1.16
127.8,1.15
127.8,1.13
128.41,1.12
129.52,1.09
130.12,1.08
130.12,1.06
131.34,1.05
131.34,1.04
132.06,1.03
132.68,1.01
132.68,1.01
133.27,1.0
133.93,1.0
134.54,1.0
135.01,1.0
135.93,1.0
