0.05,1.55
0.05,1.53
0.18,1.51
0.38,1.48
0.38,1.44
0.61,1.39
0.86,1.33
1.15,1.28
1.43,1.23
1.76,1.18
2.09,1.13
2.91,1.07
2.91,1.05
3.38,1.04
3.84,1.04
4.28,1.07
5.68,1.77
5.68,1.77
6.15,1.77
6.67,1.75
6.67,1.73
7.77,1.71
7.77,1.69
8.26,1.67
9.38,1.65
9.38,1.63
10.58,1.64
10.58,1.65
11.91,1.68
11.91,1.7
12.53,1.73
12.53,1.75
13.11,1.76
13.66,1.78
14.38,1.8
15.09,1.83
16.39,1.86
16.39,1.88
17.01,1.89
17.55,1.9
18.1,1.91
18.68,1.91
19.85,1.91
19.85,1.89
20.54,1.87
21.93,1.84
21.93,1.85
22.67,1.86
23.3,1.87
23.87,1.88
24.37,1.89
24.8,1.9
25.34,1.91
26.56,1.92
26.56,1.93
27.19,1.93
27.79,1.94
28.31,1.94
28.87,1.94
30.13,1.95
30.13,1.97
30.81,1.98
32.01,1.98
32.01,1.97
32.54,1.91
33.1,1.8
33.61,1.06
34.15,1.04
35.32,0.98
35.32,0.95
35.92,0.91
37.15,0.83
37.15,0.79
37.86,0.76
38.51,0.76
39.15,0.79
39.83,0.85
41.08,1.0
41.08,1.06
41.62,1.13
42.18,1.19
42.78,1.24
43.39,1.29
44.55,1.33
44.55,1.35
45.11,1.41
45.76,1.46
46.42,1.46
47.07,1.49
48.43,1.54
48.43,1.49
49.1,1.41
50.29,1.26
50.29,1.21
50.86,1.17
51.53,1.14
52.81,1.09
52.81,1.08
53.34,1.06
53.92,1.05
55.54,1.02
55.54,1.01
56.11,0.99
56.64,1.0
56.64,1.04
57.26,1.09
57.84,1.16
58.43,1.22
59.02,1.27
59.61,1.31
60.27,1.35
60.94,1.39
60.94,1.43
61.59,1.48
62.26,1.53
62.89,1.55
63.62,1.51
64.28,1.45
65.77,1.35
65.77,1.33
67.27,1.36
67.27,1.4
68.02,1.44
68.59,1.43
69.09,1.35
69.82,1.28
70.62,1.2
71.32,1.13
72.64,1.02
72.64,0.97
73.28,0.93
73.87,0.9
74.51,0.87
75.31,0.83
76.67,0.74
76.67,0.69
77.4,0.64
78.13,0.6
78.81,0.57
80.12,0.52
80.12,0.5
80.78,0.48
81.4,0.48
82.01,0.47
82.62,0.47
82.62,0.46
83.85,0.46
83.85,0.46
84.62,0.45
86.06,0.45
86.06,0.44
87.41,0.44
87.41,0.44
88.54,0.43
88.54,0.43
89.1,0.42
89.63,0.42
90.17,0.42
90.78,0.42
91.39,0.42
92.04,0.42
92.66,0.42
93.84,0.42
93.84,0.42
94.51,0.42
95.26,0.42
96.08,0.42
96.8,0.42
97.55,0.41
98.15,0.41
98.15,0.41
98.69,0.41
99.11,0.41
100.34,0.41
100.34,0.41
100.83,0.41
101.32,0.41
101.93,0.41
102.54,0.42
103.19,0.42
103.82,0.42
104.41,0.42
106.02,0.46
106.02,0.47
106.57,0.48
107.13,0.49
107.66,0.49
109.66,0.51
109.66,0.51
110.41,0.52
111.03,0.53
112.05,0.59
112.05,1.38
112.56,1.39
112.93,1.41
113.44,1.44
114.01,1.46
114.63,1.48
114.63,1.5
115.8,1.52
115.8,1.54
116.37,1.55
116.85,1.57
117.3,1.58
117.3,1.57
